month,warehouse,sku,forecast_units,actual_units
2025-05-01,WH-NORTH,SKU-0116,24,19
2025-05-01,WH-NORTH,SKU-0117,48,71
2025-05-01,WH-NORTH,SKU-0118,59,54
2025-05-01,WH-NORTH,SKU-0119,108,108
2025-05-01,WH-NORTH,SKU-0120,54,59
2025-05-01,WH-CENTRAL,SKU-0001,53,65
2025-05-01,WH-CENTRAL,SKU-0002,28,33
2025-05-01,WH-CENTRAL,SKU-0003,5,5
2025-05-01,WH-CENTRAL,SKU-0004,0,0
2025-05-01,WH-CENTRAL,SKU-0005,20,22
2025-05-01,WH-CENTRAL,SKU-0006,85,76
2025-05-01,WH-CENTRAL,SKU-0007,101,119
2025-05-01,WH-CENTRAL,SKU-0008,0,0
2025-05-01,WH-CENTRAL,SKU-0009,16,24
2025-05-01,WH-CENTRAL,SKU-0010,18,16
2025-05-01,WH-CENTRAL,SKU-0011,11,11
2025-05-01,WH-CENTRAL,SKU-0012,48,39
2025-05-01,WH-CENTRAL,SKU-0013,94,92
2025-05-01,WH-CENTRAL,SKU-0014,168,125
2025-05-01,WH-CENTRAL,SKU-0015,75,71
2025-05-01,WH-CENTRAL,SKU-0016,42,40
2025-05-01,WH-CENTRAL,SKU-0017,22,19
2025-05-01,WH-CENTRAL,SKU-0018,33,32
2025-05-01,WH-CENTRAL,SKU-0019,67,57
2025-05-01,WH-CENTRAL,SKU-0020,67,71
2025-05-01,WH-CENTRAL,SKU-0021,56,64
2025-05-01,WH-CENTRAL,SKU-0022,157,121
2025-05-01,WH-CENTRAL,SKU-0023,0,0
2025-05-01,WH-CENTRAL,SKU-0024,36,35
2025-05-01,WH-CENTRAL,SKU-0025,52,62
2025-05-01,WH-CENTRAL,SKU-0026,18,15
2025-05-01,WH-CENTRAL,SKU-0027,0,0
2025-05-01,WH-CENTRAL,SKU-0028,7,7
2025-05-01,WH-CENTRAL,SKU-0029,0,0
2025-05-01,WH-CENTRAL,SKU-0030,61,70
2025-05-01,WH-CENTRAL,SKU-0031,33,43
2025-05-01,WH-CENTRAL,SKU-0032,96,98
2025-05-01,WH-CENTRAL,SKU-0033,36,34
2025-05-01,WH-CENTRAL,SKU-0034,77,92
2025-05-01,WH-CENTRAL,SKU-0035,98,100
2025-05-01,WH-CENTRAL,SKU-0036,40,43
2025-05-01,WH-CENTRAL,SKU-0037,11,10
2025-05-01,WH-CENTRAL,SKU-0038,68,71
2025-05-01,WH-CENTRAL,SKU-0039,65,70
2025-05-01,WH-CENTRAL,SKU-0040,47,54
2025-05-01,WH-CENTRAL,SKU-0041,27,24
2025-05-01,WH-CENTRAL,SKU-0042,33,28
2025-05-01,WH-CENTRAL,SKU-0043,9,9
2025-05-01,WH-CENTRAL,SKU-0044,30,26
2025-05-01,WH-CENTRAL,SKU-0045,0,0
2025-05-01,WH-CENTRAL,SKU-0046,24,32
2025-05-01,WH-CENTRAL,SKU-0047,107,96
2025-05-01,WH-CENTRAL,SKU-0048,25,23
2025-05-01,WH-CENTRAL,SKU-0049,69,73
2025-05-01,WH-CENTRAL,SKU-0050,53,44
2025-05-01,WH-CENTRAL,SKU-0051,0,0
2025-05-01,WH-CENTRAL,SKU-0052,0,0
2025-05-01,WH-CENTRAL,SKU-0053,36,37
2025-05-01,WH-CENTRAL,SKU-0054,29,25
2025-05-01,WH-CENTRAL,SKU-0055,114,118
2025-05-01,WH-CENTRAL,SKU-0056,38,34
2025-05-01,WH-CENTRAL,SKU-0057,28,37
2025-05-01,WH-CENTRAL,SKU-0058,22,21
2025-05-01,WH-CENTRAL,SKU-0059,15,23
2025-05-01,WH-CENTRAL,SKU-0060,41,51
2025-05-01,WH-CENTRAL,SKU-0061,67,65
2025-05-01,WH-CENTRAL,SKU-0062,0,0
2025-05-01,WH-CENTRAL,SKU-0063,71,83
2025-05-01,WH-CENTRAL,SKU-0064,29,40
2025-05-01,WH-CENTRAL,SKU-0065,10,11
2025-05-01,WH-CENTRAL,SKU-0066,0,0
2025-05-01,WH-CENTRAL,SKU-0067,41,34
2025-05-01,WH-CENTRAL,SKU-0068,0,0
2025-05-01,WH-CENTRAL,SKU-0069,60,59
2025-05-01,WH-CENTRAL,SKU-0070,47,59
2025-05-01,WH-CENTRAL,SKU-0071,41,41
2025-05-01,WH-CENTRAL,SKU-0072,78,81
2025-05-01,WH-CENTRAL,SKU-0073,11,14
2025-05-01,WH-CENTRAL,SKU-0074,82,109
2025-05-01,WH-CENTRAL,SKU-0075,7,6
2025-05-01,WH-CENTRAL,SKU-0076,23,28
2025-05-01,WH-CENTRAL,SKU-0077,78,56
2025-05-01,WH-CENTRAL,SKU-0078,0,0
2025-05-01,WH-CENTRAL,SKU-0079,56,50
2025-05-01,WH-CENTRAL,SKU-0080,37,30
2025-05-01,WH-CENTRAL,SKU-0081,0,0
2025-05-01,WH-CENTRAL,SKU-0082,37,46
2025-05-01,WH-CENTRAL,SKU-0083,83,82
2025-05-01,WH-CENTRAL,SKU-0084,31,32
2025-05-01,WH-CENTRAL,SKU-0085,0,0
2025-05-01,WH-CENTRAL,SKU-0086,0,0
2025-05-01,WH-CENTRAL,SKU-0087,0,0
2025-05-01,WH-CENTRAL,SKU-0088,29,27
2025-05-01,WH-CENTRAL,SKU-0089,30,27
2025-05-01,WH-CENTRAL,SKU-0090,0,0
2025-05-01,WH-CENTRAL,SKU-0091,71,78
2025-05-01,WH-CENTRAL,SKU-0092,28,36
2025-05-01,WH-CENTRAL,SKU-0093,68,67
2025-05-01,WH-CENTRAL,SKU-0094,21,18
2025-05-01,WH-CENTRAL,SKU-0095,65,52
2025-05-01,WH-CENTRAL,SKU-0096,19,16
2025-05-01,WH-CENTRAL,SKU-0097,48,47
2025-05-01,WH-CENTRAL,SKU-0098,33,35
2025-05-01,WH-CENTRAL,SKU-0099,80,80
2025-05-01,WH-CENTRAL,SKU-0100,26,34
2025-05-01,WH-CENTRAL,SKU-0101,52,64
2025-05-01,WH-CENTRAL,SKU-0102,4,4
2025-05-01,WH-CENTRAL,SKU-0103,0,0
2025-05-01,WH-CENTRAL,SKU-0104,31,32
2025-05-01,WH-CENTRAL,SKU-0105,35,31
2025-05-01,WH-CENTRAL,SKU-0106,1,1
2025-05-01,WH-CENTRAL,SKU-0107,40,40
2025-05-01,WH-CENTRAL,SKU-0108,46,39
2025-05-01,WH-CENTRAL,SKU-0109,75,67
2025-05-01,WH-CENTRAL,SKU-0110,83,75
2025-05-01,WH-CENTRAL,SKU-0111,27,34
2025-05-01,WH-CENTRAL,SKU-0112,45,51
2025-05-01,WH-CENTRAL,SKU-0113,34,37
2025-05-01,WH-CENTRAL,SKU-0114,59,58
2025-05-01,WH-CENTRAL,SKU-0115,63,64
2025-05-01,WH-CENTRAL,SKU-0116,41,47
2025-05-01,WH-CENTRAL,SKU-0117,0,0
2025-05-01,WH-CENTRAL,SKU-0118,92,93
2025-05-01,WH-CENTRAL,SKU-0119,60,56
2025-05-01,WH-CENTRAL,SKU-0120,37,41
2025-05-01,WH-SOUTH,SKU-0001,20,24
2025-05-01,WH-SOUTH,SKU-0002,35,41
2025-05-01,WH-SOUTH,SKU-0003,18,18
2025-05-01,WH-SOUTH,SKU-0004,12,19
2025-05-01,WH-SOUTH,SKU-0005,0,0
2025-05-01,WH-SOUTH,SKU-0006,0,0
2025-05-01,WH-SOUTH,SKU-0007,13,12
2025-05-01,WH-SOUTH,SKU-0008,27,24
2025-05-01,WH-SOUTH,SKU-0009,43,33
2025-05-01,WH-SOUTH,SKU-0010,44,38
2025-05-01,WH-SOUTH,SKU-0011,66,64
2025-05-01,WH-SOUTH,SKU-0012,17,26
2025-05-01,WH-SOUTH,SKU-0013,29,36
2025-05-01,WH-SOUTH,SKU-0014,0,0
2025-05-01,WH-SOUTH,SKU-0015,18,14
2025-05-01,WH-SOUTH,SKU-0016,0,0
2025-05-01,WH-SOUTH,SKU-0017,24,35
2025-05-01,WH-SOUTH,SKU-0018,0,0
2025-05-01,WH-SOUTH,SKU-0019,49,47
2025-05-01,WH-SOUTH,SKU-0020,0,0
2025-05-01,WH-SOUTH,SKU-0021,27,32
2025-05-01,WH-SOUTH,SKU-0022,15,10
2025-05-01,WH-SOUTH,SKU-0023,0,0
2025-05-01,WH-SOUTH,SKU-0024,6,6
2025-05-01,WH-SOUTH,SKU-0025,0,0
2025-05-01,WH-SOUTH,SKU-0026,25,22
2025-05-01,WH-SOUTH,SKU-0027,4,4
2025-05-01,WH-SOUTH,SKU-0028,36,41
2025-05-01,WH-SOUTH,SKU-0029,0,0
2025-05-01,WH-SOUTH,SKU-0030,13,16
2025-05-01,WH-SOUTH,SKU-0031,71,77
2025-05-01,WH-SOUTH,SKU-0032,42,43
2025-05-01,WH-SOUTH,SKU-0033,3,3
2025-05-01,WH-SOUTH,SKU-0034,16,23
2025-05-01,WH-SOUTH,SKU-0035,22,37
2025-05-01,WH-SOUTH,SKU-0036,18,14
2025-05-01,WH-SOUTH,SKU-0037,0,0
2025-05-01,WH-SOUTH,SKU-0038,0,0
2025-05-01,WH-SOUTH,SKU-0039,0,0
2025-05-01,WH-SOUTH,SKU-0040,59,62
2025-05-01,WH-SOUTH,SKU-0041,27,30
2025-05-01,WH-SOUTH,SKU-0042,6,6
2025-05-01,WH-SOUTH,SKU-0043,12,10
2025-05-01,WH-SOUTH,SKU-0044,5,9
2025-05-01,WH-SOUTH,SKU-0045,33,32
2025-05-01,WH-SOUTH,SKU-0046,147,97
2025-05-01,WH-SOUTH,SKU-0047,36,44
2025-05-01,WH-SOUTH,SKU-0048,0,0
2025-05-01,WH-SOUTH,SKU-0049,35,36
2025-05-01,WH-SOUTH,SKU-0050,68,59
2025-05-01,WH-SOUTH,SKU-0051,0,0
2025-05-01,WH-SOUTH,SKU-0052,37,32
2025-05-01,WH-SOUTH,SKU-0053,113,105
2025-05-01,WH-SOUTH,SKU-0054,0,0
2025-05-01,WH-SOUTH,SKU-0055,0,0
2025-05-01,WH-SOUTH,SKU-0056,28,29
2025-05-01,WH-SOUTH,SKU-0057,1,1
2025-05-01,WH-SOUTH,SKU-0058,15,19
2025-05-01,WH-SOUTH,SKU-0059,0,0
2025-05-01,WH-SOUTH,SKU-0060,22,18
2025-05-01,WH-SOUTH,SKU-0061,0,0
2025-05-01,WH-SOUTH,SKU-0062,40,51
2025-05-01,WH-SOUTH,SKU-0063,15,18
2025-05-01,WH-SOUTH,SKU-0064,17,20
2025-05-01,WH-SOUTH,SKU-0065,64,73
2025-05-01,WH-SOUTH,SKU-0066,0,0
2025-05-01,WH-SOUTH,SKU-0067,31,41
2025-05-01,WH-SOUTH,SKU-0068,71,68
2025-05-01,WH-SOUTH,SKU-0069,0,0
2025-05-01,WH-SOUTH,SKU-0070,0,0
2025-05-01,WH-SOUTH,SKU-0071,26,21
2025-05-01,WH-SOUTH,SKU-0072,107,72
2025-05-01,WH-SOUTH,SKU-0073,0,0
2025-05-01,WH-SOUTH,SKU-0074,68,64
2025-05-01,WH-SOUTH,SKU-0075,0,0
2025-05-01,WH-SOUTH,SKU-0076,28,33
2025-05-01,WH-SOUTH,SKU-0077,0,0
2025-05-01,WH-SOUTH,SKU-0078,28,31
2025-05-01,WH-SOUTH,SKU-0079,4,4
2025-05-01,WH-SOUTH,SKU-0080,0,0
2025-05-01,WH-SOUTH,SKU-0081,0,0
2025-05-01,WH-SOUTH,SKU-0082,23,24
2025-05-01,WH-SOUTH,SKU-0083,25,21
2025-05-01,WH-SOUTH,SKU-0084,98,80
2025-05-01,WH-SOUTH,SKU-0085,0,0
2025-05-01,WH-SOUTH,SKU-0086,35,46
2025-05-01,WH-SOUTH,SKU-0087,0,0
2025-05-01,WH-SOUTH,SKU-0088,133,114
2025-05-01,WH-SOUTH,SKU-0089,0,0
2025-05-01,WH-SOUTH,SKU-0090,60,80
2025-05-01,WH-SOUTH,SKU-0091,0,0
2025-05-01,WH-SOUTH,SKU-0092,9,9
2025-05-01,WH-SOUTH,SKU-0093,142,103
2025-05-01,WH-SOUTH,SKU-0094,13,18
2025-05-01,WH-SOUTH,SKU-0095,0,0
2025-05-01,WH-SOUTH,SKU-0096,0,0
2025-05-01,WH-SOUTH,SKU-0097,0,0
2025-05-01,WH-SOUTH,SKU-0098,0,0
2025-05-01,WH-SOUTH,SKU-0099,9,10
2025-05-01,WH-SOUTH,SKU-0100,0,0
2025-05-01,WH-SOUTH,SKU-0101,39,35
2025-05-01,WH-SOUTH,SKU-0102,4,6
2025-05-01,WH-SOUTH,SKU-0103,55,40
2025-05-01,WH-SOUTH,SKU-0104,33,36
2025-05-01,WH-SOUTH,SKU-0105,26,36
2025-05-01,WH-SOUTH,SKU-0106,16,16
2025-05-01,WH-SOUTH,SKU-0107,13,29
2025-05-01,WH-SOUTH,SKU-0108,0,0
2025-05-01,WH-SOUTH,SKU-0109,0,0
2025-05-01,WH-SOUTH,SKU-0110,20,19
2025-05-01,WH-SOUTH,SKU-0111,0,0
2025-05-01,WH-SOUTH,SKU-0112,16,24
2025-05-01,WH-SOUTH,SKU-0113,0,0
2025-05-01,WH-SOUTH,SKU-0114,0,0
2025-05-01,WH-SOUTH,SKU-0115,0,0
2025-05-01,WH-SOUTH,SKU-0116,0,0
2025-05-01,WH-SOUTH,SKU-0117,68,67
2025-05-01,WH-SOUTH,SKU-0118,8,8
2025-05-01,WH-SOUTH,SKU-0119,0,0
2025-05-01,WH-SOUTH,SKU-0120,94,95
2025-06-01,WH-NORTH,SKU-0001,26,29
2025-06-01,WH-NORTH,SKU-0002,0,0
2025-06-01,WH-NORTH,SKU-0003,0,0
2025-06-01,WH-NORTH,SKU-0004,23,23
2025-06-01,WH-NORTH,SKU-0005,0,0
2025-06-01,WH-NORTH,SKU-0006,22,22
2025-06-01,WH-NORTH,SKU-0007,7,7
2025-06-01,WH-NORTH,SKU-0008,62,68
2025-06-01,WH-NORTH,SKU-0009,0,0
2025-06-01,WH-NORTH,SKU-0010,0,0
2025-06-01,WH-NORTH,SKU-0011,12,11
2025-06-01,WH-NORTH,SKU-0012,69,66
2025-06-01,WH-NORTH,SKU-0013,61,76
2025-06-01,WH-NORTH,SKU-0014,55,70
2025-06-01,WH-NORTH,SKU-0015,11,14
2025-06-01,WH-NORTH,SKU-0016,0,0
2025-06-01,WH-NORTH,SKU-0017,36,56
2025-06-01,WH-NORTH,SKU-0018,44,37
2025-06-01,WH-NORTH,SKU-0019,0,0
2025-06-01,WH-NORTH,SKU-0020,0,0
2025-06-01,WH-NORTH,SKU-0021,12,11
2025-06-01,WH-NORTH,SKU-0022,50,61
2025-06-01,WH-NORTH,SKU-0023,13,13
2025-06-01,WH-NORTH,SKU-0024,20,19
2025-06-01,WH-NORTH,SKU-0025,0,0
2025-06-01,WH-NORTH,SKU-0026,16,15
2025-06-01,WH-NORTH,SKU-0027,32,33
2025-06-01,WH-NORTH,SKU-0028,59,54
2025-06-01,WH-NORTH,SKU-0029,39,45
2025-06-01,WH-NORTH,SKU-0030,26,25
2025-06-01,WH-NORTH,SKU-0031,30,31
2025-06-01,WH-NORTH,SKU-0032,0,0
2025-06-01,WH-NORTH,SKU-0033,0,0
2025-06-01,WH-NORTH,SKU-0034,26,23
2025-06-01,WH-NORTH,SKU-0035,19,16
2025-06-01,WH-NORTH,SKU-0036,7,9
2025-06-01,WH-NORTH,SKU-0037,38,39
2025-06-01,WH-NORTH,SKU-0038,27,26
2025-06-01,WH-NORTH,SKU-0039,0,0
2025-06-01,WH-NORTH,SKU-0040,54,51
2025-06-01,WH-NORTH,SKU-0041,74,64
2025-06-01,WH-NORTH,SKU-0042,15,21
2025-06-01,WH-NORTH,SKU-0043,22,25
2025-06-01,WH-NORTH,SKU-0044,31,32
2025-06-01,WH-NORTH,SKU-0045,0,0
2025-06-01,WH-NORTH,SKU-0046,26,33
2025-06-01,WH-NORTH,SKU-0047,36,38
2025-06-01,WH-NORTH,SKU-0048,32,46
2025-06-01,WH-NORTH,SKU-0049,50,69
2025-06-01,WH-NORTH,SKU-0050,0,0
2025-06-01,WH-NORTH,SKU-0051,17,18
2025-06-01,WH-NORTH,SKU-0052,99,89
2025-06-01,WH-NORTH,SKU-0053,0,0
2025-06-01,WH-NORTH,SKU-0054,0,0
2025-06-01,WH-NORTH,SKU-0055,0,0
2025-06-01,WH-NORTH,SKU-0056,0,0
2025-06-01,WH-NORTH,SKU-0057,57,52
2025-06-01,WH-NORTH,SKU-0058,6,10
2025-06-01,WH-NORTH,SKU-0059,0,0
2025-06-01,WH-NORTH,SKU-0060,9,10
2025-06-01,WH-NORTH,SKU-0061,41,41
2025-06-01,WH-NORTH,SKU-0062,53,63
2025-06-01,WH-NORTH,SKU-0063,0,0
2025-06-01,WH-NORTH,SKU-0064,12,11
2025-06-01,WH-NORTH,SKU-0065,18,18
2025-06-01,WH-NORTH,SKU-0066,12,14
2025-06-01,WH-NORTH,SKU-0067,0,0
2025-06-01,WH-NORTH,SKU-0068,4,5
2025-06-01,WH-NORTH,SKU-0069,32,38
2025-06-01,WH-NORTH,SKU-0070,49,35
2025-06-01,WH-NORTH,SKU-0071,18,19
2025-06-01,WH-NORTH,SKU-0072,31,33
2025-06-01,WH-NORTH,SKU-0073,0,0
2025-06-01,WH-NORTH,SKU-0074,61,70
2025-06-01,WH-NORTH,SKU-0075,30,29
2025-06-01,WH-NORTH,SKU-0076,61,56
2025-06-01,WH-NORTH,SKU-0077,0,0
2025-06-01,WH-NORTH,SKU-0078,2,2
2025-06-01,WH-NORTH,SKU-0079,30,32
2025-06-01,WH-NORTH,SKU-0080,43,39
2025-06-01,WH-NORTH,SKU-0081,16,16
2025-06-01,WH-NORTH,SKU-0082,0,0
2025-06-01,WH-NORTH,SKU-0083,1,1
2025-06-01,WH-NORTH,SKU-0084,60,44
2025-06-01,WH-NORTH,SKU-0085,0,0
2025-06-01,WH-NORTH,SKU-0086,12,17
2025-06-01,WH-NORTH,SKU-0087,22,43
2025-06-01,WH-NORTH,SKU-0088,0,0
2025-06-01,WH-NORTH,SKU-0089,60,64
2025-06-01,WH-NORTH,SKU-0090,42,49
2025-06-01,WH-NORTH,SKU-0091,30,28
2025-06-01,WH-NORTH,SKU-0092,12,14
2025-06-01,WH-NORTH,SKU-0093,19,16
2025-06-01,WH-NORTH,SKU-0094,20,18
2025-06-01,WH-NORTH,SKU-0095,27,37
2025-06-01,WH-NORTH,SKU-0096,22,42
2025-06-01,WH-NORTH,SKU-0097,10,9
2025-06-01,WH-NORTH,SKU-0098,14,14
2025-06-01,WH-NORTH,SKU-0099,0,0
2025-06-01,WH-NORTH,SKU-0100,0,0
2025-06-01,WH-NORTH,SKU-0101,15,15
2025-06-01,WH-NORTH,SKU-0102,43,34
2025-06-01,WH-NORTH,SKU-0103,0,0
2025-06-01,WH-NORTH,SKU-0104,25,28
2025-06-01,WH-NORTH,SKU-0105,8,10
2025-06-01,WH-NORTH,SKU-0106,7,7
2025-06-01,WH-NORTH,SKU-0107,0,0
2025-06-01,WH-NORTH,SKU-0108,3,3
2025-06-01,WH-NORTH,SKU-0109,24,21
2025-06-01,WH-NORTH,SKU-0110,75,55
2025-06-01,WH-NORTH,SKU-0111,20,17
2025-06-01,WH-NORTH,SKU-0112,40,45
2025-06-01,WH-NORTH,SKU-0113,0,0
2025-06-01,WH-NORTH,SKU-0114,0,0
2025-06-01,WH-NORTH,SKU-0115,31,34
2025-06-01,WH-NORTH,SKU-0116,26,44
2025-06-01,WH-NORTH,SKU-0117,65,62
2025-06-01,WH-NORTH,SKU-0118,0,0
2025-06-01,WH-NORTH,SKU-0119,32,31
2025-06-01,WH-NORTH,SKU-0120,45,49
2025-06-01,WH-CENTRAL,SKU-0001,8,7
2025-06-01,WH-CENTRAL,SKU-0002,0,0
2025-06-01,WH-CENTRAL,SKU-0003,94,99
2025-06-01,WH-CENTRAL,SKU-0004,61,55
2025-06-01,WH-CENTRAL,SKU-0005,46,47
2025-06-01,WH-CENTRAL,SKU-0006,24,19
2025-06-01,WH-CENTRAL,SKU-0007,0,0
2025-06-01,WH-CENTRAL,SKU-0008,42,40
2025-06-01,WH-CENTRAL,SKU-0009,43,42
2025-06-01,WH-CENTRAL,SKU-0010,7,7
2025-06-01,WH-CENTRAL,SKU-0011,47,41
2025-06-01,WH-CENTRAL,SKU-0012,31,27
2025-06-01,WH-CENTRAL,SKU-0013,58,52
2025-06-01,WH-CENTRAL,SKU-0014,0,0
2025-06-01,WH-CENTRAL,SKU-0015,64,73
2025-06-01,WH-CENTRAL,SKU-0016,85,115
2025-06-01,WH-CENTRAL,SKU-0017,0,0
2025-06-01,WH-CENTRAL,SKU-0018,47,41
2025-06-01,WH-CENTRAL,SKU-0019,70,67
2025-06-01,WH-CENTRAL,SKU-0020,20,21
2025-06-01,WH-CENTRAL,SKU-0021,130,130
2025-06-01,WH-CENTRAL,SKU-0022,89,92
2025-06-01,WH-CENTRAL,SKU-0023,25,22
2025-06-01,WH-CENTRAL,SKU-0024,41,41
2025-06-01,WH-CENTRAL,SKU-0025,24,35
2025-06-01,WH-CENTRAL,SKU-0026,72,73
2025-06-01,WH-CENTRAL,SKU-0027,56,79
2025-06-01,WH-CENTRAL,SKU-0028,58,63
2025-06-01,WH-CENTRAL,SKU-0029,45,42
2025-06-01,WH-CENTRAL,SKU-0030,0,0
2025-06-01,WH-CENTRAL,SKU-0031,16,12
2025-06-01,WH-CENTRAL,SKU-0032,41,65
2025-06-01,WH-CENTRAL,SKU-0033,24,29
2025-06-01,WH-CENTRAL,SKU-0034,74,69
2025-06-01,WH-CENTRAL,SKU-0035,58,54
2025-06-01,WH-CENTRAL,SKU-0036,1,1
2025-06-01,WH-CENTRAL,SKU-0037,35,31
2025-06-01,WH-CENTRAL,SKU-0038,36,33
2025-06-01,WH-CENTRAL,SKU-0039,0,0
2025-06-01,WH-CENTRAL,SKU-0040,4,5
2025-06-01,WH-CENTRAL,SKU-0041,43,53
2025-06-01,WH-CENTRAL,SKU-0042,0,0
2025-06-01,WH-CENTRAL,SKU-0043,36,39
2025-06-01,WH-CENTRAL,SKU-0044,16,17
2025-06-01,WH-CENTRAL,SKU-0045,27,28
2025-06-01,WH-CENTRAL,SKU-0046,12,11
2025-06-01,WH-CENTRAL,SKU-0047,14,18
2025-06-01,WH-CENTRAL,SKU-0048,0,0
2025-06-01,WH-CENTRAL,SKU-0049,26,24
2025-06-01,WH-CENTRAL,SKU-0050,0,0
2025-06-01,WH-CENTRAL,SKU-0051,119,97
2025-06-01,WH-CENTRAL,SKU-0052,77,110
2025-06-01,WH-CENTRAL,SKU-0053,13,16
2025-06-01,WH-CENTRAL,SKU-0054,100,96
2025-06-01,WH-CENTRAL,SKU-0055,63,68
2025-06-01,WH-CENTRAL,SKU-0056,6,5
2025-06-01,WH-CENTRAL,SKU-0057,88,79
2025-06-01,WH-CENTRAL,SKU-0058,0,0
2025-06-01,WH-CENTRAL,SKU-0059,51,59
2025-06-01,WH-CENTRAL,SKU-0060,57,46
2025-06-01,WH-CENTRAL,SKU-0061,0,0
2025-06-01,WH-CENTRAL,SKU-0062,45,38
2025-06-01,WH-CENTRAL,SKU-0063,30,26
2025-06-01,WH-CENTRAL,SKU-0064,12,12
2025-06-01,WH-CENTRAL,SKU-0065,50,56
2025-06-01,WH-CENTRAL,SKU-0066,42,37
2025-06-01,WH-CENTRAL,SKU-0067,37,37
2025-06-01,WH-CENTRAL,SKU-0068,14,13
2025-06-01,WH-CENTRAL,SKU-0069,0,0
2025-06-01,WH-CENTRAL,SKU-0070,103,72
2025-06-01,WH-CENTRAL,SKU-0071,24,23
2025-06-01,WH-CENTRAL,SKU-0072,28,31
2025-06-01,WH-CENTRAL,SKU-0073,65,66
2025-06-01,WH-CENTRAL,SKU-0074,37,38
2025-06-01,WH-CENTRAL,SKU-0075,48,43
2025-06-01,WH-CENTRAL,SKU-0076,28,22
2025-06-01,WH-CENTRAL,SKU-0077,0,0
2025-06-01,WH-CENTRAL,SKU-0078,90,91
2025-06-01,WH-CENTRAL,SKU-0079,42,46
2025-06-01,WH-CENTRAL,SKU-0080,64,77
2025-06-01,WH-CENTRAL,SKU-0081,76,76
2025-06-01,WH-CENTRAL,SKU-0082,31,35
2025-06-01,WH-CENTRAL,SKU-0083,102,80
2025-06-01,WH-CENTRAL,SKU-0084,31,29
2025-06-01,WH-CENTRAL,SKU-0085,31,35
2025-06-01,WH-CENTRAL,SKU-0086,30,39
2025-06-01,WH-CENTRAL,SKU-0087,37,42
2025-06-01,WH-CENTRAL,SKU-0088,32,42
2025-06-01,WH-CENTRAL,SKU-0089,37,29
2025-06-01,WH-CENTRAL,SKU-0090,0,0
2025-06-01,WH-CENTRAL,SKU-0091,36,39
2025-06-01,WH-CENTRAL,SKU-0092,62,70
2025-06-01,WH-CENTRAL,SKU-0093,46,89
2025-06-01,WH-CENTRAL,SKU-0094,24,23
2025-06-01,WH-CENTRAL,SKU-0095,149,109
2025-06-01,WH-CENTRAL,SKU-0096,46,44
2025-06-01,WH-CENTRAL,SKU-0097,50,51
2025-06-01,WH-CENTRAL,SKU-0098,20,25
2025-06-01,WH-CENTRAL,SKU-0099,48,57
2025-06-01,WH-CENTRAL,SKU-0100,50,68
2025-06-01,WH-CENTRAL,SKU-0101,92,127
2025-06-01,WH-CENTRAL,SKU-0102,44,59
2025-06-01,WH-CENTRAL,SKU-0103,7,8
2025-06-01,WH-CENTRAL,SKU-0104,45,43
2025-06-01,WH-CENTRAL,SKU-0105,2,2
2025-06-01,WH-CENTRAL,SKU-0106,0,0
2025-06-01,WH-CENTRAL,SKU-0107,14,18
2025-06-01,WH-CENTRAL,SKU-0108,79,68
2025-06-01,WH-CENTRAL,SKU-0109,91,87
2025-06-01,WH-CENTRAL,SKU-0110,0,0
2025-06-01,WH-CENTRAL,SKU-0111,104,137
2025-06-01,WH-CENTRAL,SKU-0112,47,49
2025-06-01,WH-CENTRAL,SKU-0113,41,43
2025-06-01,WH-CENTRAL,SKU-0114,44,38
2025-06-01,WH-CENTRAL,SKU-0115,34,37
2025-06-01,WH-CENTRAL,SKU-0116,75,86
2025-06-01,WH-CENTRAL,SKU-0117,22,30
2025-06-01,WH-CENTRAL,SKU-0118,75,63
2025-06-01,WH-CENTRAL,SKU-0119,0,0
2025-06-01,WH-CENTRAL,SKU-0120,8,9
2025-06-01,WH-SOUTH,SKU-0001,2,2
2025-06-01,WH-SOUTH,SKU-0002,51,41
2025-06-01,WH-SOUTH,SKU-0003,0,0
2025-06-01,WH-SOUTH,SKU-0004,0,0
2025-06-01,WH-SOUTH,SKU-0005,82,70
2025-06-01,WH-SOUTH,SKU-0006,69,68
2025-06-01,WH-SOUTH,SKU-0007,8,8
2025-06-01,WH-SOUTH,SKU-0008,0,0
2025-06-01,WH-SOUTH,SKU-0009,28,40
2025-06-01,WH-SOUTH,SKU-0010,9,10
2025-06-01,WH-SOUTH,SKU-0011,39,37
2025-06-01,WH-SOUTH,SKU-0012,48,39
2025-06-01,WH-SOUTH,SKU-0013,38,44
2025-06-01,WH-SOUTH,SKU-0014,0,0
2025-06-01,WH-SOUTH,SKU-0015,0,0
2025-06-01,WH-SOUTH,SKU-0016,10,13
2025-06-01,WH-SOUTH,SKU-0017,0,0
2025-06-01,WH-SOUTH,SKU-0018,0,0
2025-06-01,WH-SOUTH,SKU-0019,42,33
2025-06-01,WH-SOUTH,SKU-0020,64,83
2025-06-01,WH-SOUTH,SKU-0021,43,40
2025-06-01,WH-SOUTH,SKU-0022,13,21
2025-06-01,WH-SOUTH,SKU-0023,54,43
2025-06-01,WH-SOUTH,SKU-0024,48,65
2025-06-01,WH-SOUTH,SKU-0025,26,22
2025-06-01,WH-SOUTH,SKU-0026,0,0
2025-06-01,WH-SOUTH,SKU-0027,0,0
2025-06-01,WH-SOUTH,SKU-0028,5,7
