shipment_id,order_id,carrier,warehouse,ship_date,delivery_date,promised_date,shipment_weight_kg,freight_cost,handling_cost,exception_cost,on_time
S001815,O001815,CarrierA,WH-SOUTH,2025-06-03,2025-06-07,2025-06-06,359.89,227.03,17.94,14.95,False
S001816,O001816,CarrierC,WH-CENTRAL,2025-08-31,2025-09-02,2025-09-02,192.3,181.5,15.69,0.0,True
S001817,O001817,CarrierA,WH-NORTH,2025-10-15,2025-10-18,2025-10-17,665.92,312.89,11.82,10.46,False
S001818,O001818,CarrierD,WH-CENTRAL,2025-05-21,2025-05-29,2025-05-24,625.55,310.73,15.07,16.77,False
S001819,O001819,CarrierD,WH-CENTRAL,2025-04-07,2025-04-13,2025-04-14,635.31,411.53,10.19,0.0,True
S001820,O001820,CarrierB,WH-CENTRAL,2025-03-12,2025-03-12,2025-03-11,1241.69,733.18,13.5,50.72,False
S001821,O001821,CarrierC,WH-NORTH,2025-10-12,2025-10-16,2025-10-16,768.45,623.24,10.26,0.0,True
S001822,O001822,CarrierB,WH-SOUTH,2025-09-11,2025-09-13,2025-09-13,473.49,261.61,6.94,0.0,True
S001823,O001823,CarrierB,WH-CENTRAL,2025-11-30,2025-12-03,2025-12-03,478.92,223.18,10.01,0.0,True
S001824,O001824,CarrierB,WH-CENTRAL,2025-09-07,2025-09-10,2025-09-10,84.06,62.97,13.27,0.0,True
S001825,O001825,CarrierB,WH-CENTRAL,2025-06-05,2025-06-10,2025-06-08,326.4,156.67,12.09,35.73,False
S001826,O001826,CarrierC,WH-CENTRAL,2025-10-31,2025-11-01,2025-11-02,127.75,80.02,12.47,0.0,True
S001827,O001827,CarrierB,WH-CENTRAL,2025-01-04,2025-01-08,2025-01-08,0.0,17.61,13.44,0.0,True
S001828,O001828,CarrierA,WH-SOUTH,2025-02-05,2025-02-07,2025-02-07,419.87,331.89,12.87,0.0,True
S001829,O001829,CarrierA,WH-NORTH,2025-11-14,2025-11-16,2025-11-16,764.55,563.7,14.08,0.0,True
S001830,O001830,CarrierB,WH-SOUTH,2025-02-17,2025-02-19,2025-02-19,310.61,233.6,16.74,0.0,True
S001831,O001831,CarrierB,WH-SOUTH,2025-01-06,2025-01-09,2025-01-09,1433.02,778.96,5.66,0.0,True
S001832,O001832,CarrierD,WH-CENTRAL,2025-06-10,2025-06-20,2025-06-15,908.96,522.05,4.86,45.36,False
S001833,O001833,CarrierA,WH-SOUTH,2025-01-28,2025-02-03,2025-02-03,180.13,157.52,17.23,0.0,True
S001834,O001834,CarrierA,WH-CENTRAL,2025-12-09,2025-12-18,2025-12-13,680.52,273.73,14.46,39.17,False
S001835,O001835,CarrierC,WH-SOUTH,2025-08-29,2025-09-03,2025-09-03,388.1,309.98,17.5,0.0,True
S001836,O001836,CarrierB,WH-NORTH,2025-01-22,2025-01-27,2025-01-26,154.18,133.23,7.98,21.35,False
S001837,O001837,CarrierC,WH-NORTH,2025-12-06,2025-12-08,2025-12-08,477.82,238.64,5.15,0.0,True
S001838,O001838,CarrierA,WH-CENTRAL,2025-05-23,2025-05-28,2025-05-28,552.91,481.09,8.03,0.0,True
S001839,O001839,CarrierA,WH-SOUTH,2025-04-30,2025-04-30,2025-04-30,1734.53,925.15,7.93,0.0,True
S001840,O001840,CarrierD,WH-CENTRAL,2025-11-07,2025-11-08,2025-11-08,640.12,325.12,10.92,0.0,True
S001841,O001841,CarrierA,WH-NORTH,2025-12-12,2025-12-15,2025-12-15,146.82,138.18,12.83,0.0,True
S001842,O001842,CarrierA,WH-CENTRAL,2025-07-01,2025-07-04,2025-07-03,929.75,413.81,8.14,54.87,False
S001843,O001843,CarrierA,WH-SOUTH,2025-09-25,2025-09-30,2025-09-27,815.32,483.75,14.18,11.22,False
S001844,O001844,CarrierB,WH-NORTH,2025-12-28,2025-12-28,2025-12-28,600.66,330.9,8.41,0.0,True
S001845,O001845,CarrierA,WH-SOUTH,2025-08-19,2025-08-21,2025-08-22,898.47,713.16,16.69,0.0,True
S001846,O001846,CarrierB,WH-NORTH,2025-02-03,2025-02-11,2025-02-06,1025.87,816.77,17.05,8.1,False
S001847,O001847,CarrierB,WH-NORTH,2025-05-18,2025-05-25,2025-05-25,348.89,159.51,4.83,0.0,True
S001848,O001848,CarrierB,WH-SOUTH,2025-01-16,2025-01-20,2025-01-19,17.72,30.85,13.79,52.88,False
S001849,O001849,CarrierA,WH-NORTH,2025-02-26,2025-03-01,2025-03-01,350.69,249.5,4.56,0.0,True
S001850,O001850,CarrierD,WH-CENTRAL,2025-09-30,2025-10-03,2025-10-03,226.69,196.74,9.94,0.0,True
S001851,O001851,CarrierC,WH-CENTRAL,2025-03-15,2025-03-18,2025-03-18,648.17,290.61,13.24,0.0,True
S001852,O001852,CarrierC,WH-SOUTH,2025-01-11,2025-01-20,2025-01-18,41.04,62.93,14.0,41.12,False
S001853,O001853,CarrierC,WH-NORTH,2025-05-06,2025-05-09,2025-05-09,310.76,152.75,11.92,0.0,True
S001854,O001854,CarrierB,WH-SOUTH,2025-11-24,2025-11-29,2025-11-24,513.05,380.32,12.61,30.77,False
S001855,O001855,CarrierC,WH-CENTRAL,2025-01-07,2025-01-13,2025-01-10,788.84,529.89,11.84,11.75,False
S001856,O001856,CarrierA,WH-NORTH,2025-09-23,2025-09-26,2025-09-26,1124.87,612.66,4.6,0.0,True
S001857,O001857,CarrierA,WH-CENTRAL,2025-08-22,2025-08-27,2025-08-27,1200.01,580.67,13.72,0.0,True
S001858,O001858,CarrierC,WH-SOUTH,2025-11-19,2025-11-20,2025-11-20,287.02,188.29,4.91,0.0,True
S001859,O001859,CarrierC,WH-NORTH,2025-01-27,2025-02-02,2025-02-01,300.01,224.53,17.29,19.18,False
S001860,O001860,CarrierA,WH-NORTH,2025-03-04,2025-03-04,2025-03-04,1016.5,595.36,9.13,0.0,True
S001861,O001861,CarrierD,WH-CENTRAL,2025-06-25,2025-06-28,2025-06-28,1278.92,819.62,15.78,0.0,True
S001862,O001862,CarrierB,WH-NORTH,2025-01-21,2025-01-24,2025-01-22,1373.14,955.38,4.27,58.7,False
S001863,O001863,CarrierA,WH-NORTH,2025-06-06,2025-06-10,2025-06-10,1397.54,1009.4,9.34,0.0,True
S001864,O001864,CarrierB,WH-CENTRAL,2025-09-24,2025-10-02,2025-10-01,1914.78,1556.51,4.1,58.97,False
S001865,O001865,CarrierB,WH-NORTH,2025-03-17,2025-03-20,2025-03-20,2400.24,1377.14,14.71,0.0,True
S001866,O001866,CarrierB,WH-NORTH,2025-02-18,2025-02-23,2025-02-22,988.93,674.03,11.7,45.79,False
S001867,O001867,CarrierC,WH-CENTRAL,2025-03-23,2025-03-28,2025-03-28,489.44,231.9,12.57,0.0,True
S001868,O001868,CarrierB,WH-SOUTH,2025-11-08,2025-11-12,2025-11-12,288.96,188.5,13.6,0.0,True
S001869,O001869,CarrierD,WH-CENTRAL,2025-08-23,2025-08-25,2025-08-25,965.3,503.63,8.14,0.0,True
S001870,O001870,CarrierB,WH-NORTH,2025-03-13,2025-03-19,2025-03-17,604.05,346.66,13.51,51.93,False
S001871,O001871,CarrierB,WH-CENTRAL,2025-04-28,2025-04-29,2025-04-29,280.92,252.58,12.39,0.0,True
S001872,O001872,CarrierB,WH-NORTH,2025-02-14,2025-02-18,2025-02-18,474.56,415.52,16.34,0.0,True
S001873,O001873,CarrierC,WH-CENTRAL,2025-10-15,2025-10-18,2025-10-18,776.04,574.11,17.17,0.0,True
S001874,O001874,CarrierD,WH-CENTRAL,2025-05-12,2025-05-12,2025-05-11,719.64,286.98,16.05,12.12,False
S001875,O001875,CarrierA,WH-NORTH,2025-06-09,2025-06-15,2025-06-12,1215.56,810.57,14.22,12.76,False
S001876,O001876,CarrierC,WH-CENTRAL,2025-07-14,2025-07-21,2025-07-21,45.44,60.41,16.78,0.0,True
S001877,O001877,CarrierA,WH-NORTH,2025-07-19,2025-07-23,2025-07-22,785.66,457.16,13.02,29.87,False
S001878,O001878,CarrierB,WH-CENTRAL,2025-05-12,2025-05-18,2025-05-16,1133.73,639.49,9.04,6.06,False
S001879,O001879,CarrierD,WH-NORTH,2025-06-29,2025-07-01,2025-07-01,272.78,183.97,9.2,0.0,True
S001880,O001880,CarrierC,WH-NORTH,2025-03-07,2025-03-11,2025-03-11,430.71,369.66,9.65,0.0,True
S001881,O001881,CarrierD,WH-NORTH,2025-03-01,2025-03-06,2025-03-06,1464.52,705.21,8.21,0.0,True
S001882,O001882,CarrierC,WH-SOUTH,2025-05-20,2025-05-21,2025-05-21,747.71,595.35,4.41,0.0,True
S001883,O001883,CarrierC,WH-CENTRAL,2025-02-24,2025-02-25,2025-02-26,408.33,309.39,11.84,0.0,True
S001884,O001884,CarrierA,WH-CENTRAL,2025-12-07,2025-12-12,2025-12-12,335.74,187.97,5.59,0.0,True
S001885,O001885,CarrierD,WH-CENTRAL,2025-07-31,2025-07-31,2025-07-31,934.82,497.49,15.31,0.0,True
S001886,O001886,CarrierD,WH-CENTRAL,2025-12-13,2025-12-21,2025-12-20,782.8,388.1,17.6,16.32,False
S001887,O001887,CarrierB,WH-SOUTH,2025-09-12,2025-09-14,2025-09-14,387.85,172.4,6.44,0.0,True
S001888,O001888,CarrierD,WH-SOUTH,2025-11-18,2025-11-22,2025-11-22,19.65,25.26,4.16,0.0,True
S001889,O001889,CarrierD,WH-CENTRAL,2025-05-18,2025-05-23,2025-05-22,1199.79,441.49,9.91,52.01,False
S001890,O001890,CarrierA,WH-CENTRAL,2025-10-08,2025-10-19,2025-10-14,1058.9,904.24,15.64,29.5,False
S001891,O001891,CarrierC,WH-SOUTH,2025-02-05,2025-02-05,2025-02-05,464.84,276.86,10.75,0.0,True
S001892,O001892,CarrierC,WH-NORTH,2025-05-30,2025-06-04,2025-06-03,190.06,179.61,15.94,5.55,False
S001893,O001893,CarrierC,WH-CENTRAL,2025-05-12,2025-05-21,2025-05-16,465.25,318.18,10.85,40.34,False
S001894,O001894,CarrierC,WH-CENTRAL,2025-11-28,2025-11-28,2025-11-28,1381.46,844.72,11.51,0.0,True
S001895,O001895,CarrierC,WH-CENTRAL,2026-01-02,2026-01-09,2026-01-07,1119.59,462.33,9.81,49.85,False
S001896,O001896,CarrierA,WH-CENTRAL,2025-03-29,2025-04-03,2025-04-03,604.17,237.76,5.04,0.0,True
S001897,O001897,CarrierD,WH-SOUTH,2025-01-27,2025-02-03,2025-02-01,830.09,727.87,6.7,9.01,False
S001898,O001898,CarrierA,WH-SOUTH,2025-12-26,2025-12-28,2025-12-27,98.0,91.27,11.04,10.93,False
S001899,O001899,CarrierA,WH-SOUTH,2025-03-21,2025-03-26,2025-03-26,404.72,274.44,9.11,0.0,True
S001900,O001900,CarrierD,WH-CENTRAL,2025-02-21,2025-02-22,2025-02-22,404.75,170.17,16.18,0.0,True
S001901,O001901,CarrierC,WH-CENTRAL,2025-09-01,2025-09-01,2025-09-01,1447.73,716.05,9.16,0.0,True
S001902,O001902,CarrierC,WH-NORTH,2025-03-03,2025-03-06,2025-03-06,1339.81,711.7,4.57,0.0,True
S001903,O001903,CarrierC,WH-SOUTH,2025-07-29,2025-08-05,2025-08-03,890.59,482.93,12.14,39.05,False
S001904,O001904,CarrierB,WH-CENTRAL,2025-02-13,2025-02-16,2025-02-16,1299.02,617.16,5.55,0.0,True
S001905,O001905,CarrierC,WH-CENTRAL,2025-01-16,2025-01-20,2025-01-20,223.41,190.21,15.68,0.0,True
S001906,O001906,CarrierD,WH-CENTRAL,2025-11-22,2025-11-25,2025-11-23,1034.72,596.63,17.23,42.41,False
S001907,O001907,CarrierB,WH-CENTRAL,2025-09-07,2025-09-10,2025-09-10,225.38,144.09,6.99,0.0,True
S001908,O001908,CarrierC,WH-NORTH,2025-03-21,2025-03-21,2025-03-21,1744.96,1367.42,6.79,0.0,True
S001909,O001909,CarrierA,WH-CENTRAL,2025-06-02,2025-06-05,2025-06-05,728.41,362.8,13.84,0.0,True
S001910,O001910,CarrierC,WH-SOUTH,2025-12-03,2025-12-06,2025-12-05,983.36,411.88,4.89,56.02,False
S001911,O001911,CarrierD,WH-CENTRAL,2025-05-27,2025-05-31,2025-05-30,463.62,294.55,13.24,41.86,False
S001912,O001912,CarrierA,WH-NORTH,2025-08-08,2025-08-14,2025-08-12,581.78,370.51,11.2,45.64,False
S001913,O001913,CarrierC,WH-CENTRAL,2025-08-14,2025-08-20,2025-08-17,1038.87,856.94,9.85,45.13,False
S001914,O001914,CarrierC,WH-NORTH,2025-08-26,2025-09-02,2025-08-30,20.04,30.33,15.91,38.74,False
S001915,O001915,CarrierC,WH-CENTRAL,2025-07-18,2025-07-21,2025-07-21,624.37,510.81,13.46,0.0,True
S001916,O001916,CarrierA,WH-NORTH,2025-02-12,2025-02-20,2025-02-17,809.44,680.03,13.58,23.98,False
S001917,O001917,CarrierC,WH-CENTRAL,2025-01-16,2025-01-22,2025-01-17,509.34,268.45,17.99,43.72,False
S001918,O001918,CarrierB,WH-CENTRAL,2025-06-02,2025-06-08,2025-06-05,24.73,40.84,11.65,42.94,False
S001919,O001919,CarrierC,WH-SOUTH,2025-06-20,2025-06-23,2025-06-23,602.1,350.47,6.4,0.0,True
S001920,O001920,CarrierD,WH-SOUTH,2025-11-08,2025-11-11,2025-11-11,413.12,216.69,10.49,0.0,True
S001921,O001921,CarrierD,WH-NORTH,2025-02-09,2025-02-18,2025-02-16,270.96,202.05,17.15,22.39,False
S001922,O001922,CarrierC,WH-NORTH,2025-06-13,2025-06-16,2025-06-15,153.0,75.98,7.46,46.12,False
S001923,O001923,CarrierD,WH-SOUTH,2025-09-20,2025-09-22,2025-09-22,414.0,270.14,10.46,0.0,True
S001924,O001924,CarrierC,WH-NORTH,2025-11-19,2025-11-23,2025-11-23,780.57,366.07,13.06,0.0,True
S001925,O001925,CarrierC,WH-NORTH,2025-07-12,2025-07-14,2025-07-12,267.96,239.26,16.21,9.34,False
S001926,O001926,CarrierB,WH-NORTH,2025-01-28,2025-02-04,2025-02-02,919.85,760.9,5.55,45.22,False
S001927,O001927,CarrierD,WH-SOUTH,2025-07-18,2025-07-20,2025-07-19,857.64,472.15,13.54,38.09,False
S001928,O001928,CarrierA,WH-CENTRAL,2025-12-27,2025-12-27,2025-12-28,721.31,380.03,4.87,0.0,True
S001929,O001929,CarrierB,WH-CENTRAL,2025-01-16,2025-01-22,2025-01-21,764.85,519.84,17.3,37.93,False
S001930,O001930,CarrierC,WH-NORTH,2025-12-19,2025-12-23,2025-12-21,266.96,203.53,14.42,30.45,False
S001931,O001931,CarrierD,WH-NORTH,2025-07-18,2025-07-21,2025-07-21,1447.01,861.8,10.35,0.0,True
S001932,O001932,CarrierB,WH-SOUTH,2025-03-22,2025-03-24,2025-03-24,322.81,264.98,14.62,0.0,True
S001933,O001933,CarrierD,WH-CENTRAL,2025-07-30,2025-08-03,2025-08-03,26.1,50.85,9.91,0.0,True
S001934,O001934,CarrierA,WH-CENTRAL,2025-03-03,2025-03-07,2025-03-07,67.32,75.46,4.63,0.0,True
S001935,O001935,CarrierC,WH-NORTH,2025-07-25,2025-07-29,2025-07-29,112.67,103.49,5.41,0.0,True
S001936,O001936,CarrierD,WH-NORTH,2025-11-13,2025-11-15,2025-11-15,1323.68,657.93,15.83,0.0,True
S001937,O001937,CarrierB,WH-CENTRAL,2025-08-11,2025-08-13,2025-08-13,13.36,25.99,12.59,0.0,True
S001938,O001938,CarrierB,WH-NORTH,2025-11-06,2025-11-08,2025-11-08,427.97,164.03,6.88,0.0,True
S001939,O001939,CarrierB,WH-NORTH,2025-12-25,2025-12-26,2025-12-24,192.6,131.08,9.68,36.34,False
S001940,O001940,CarrierB,WH-SOUTH,2025-02-05,2025-02-06,2025-02-05,873.72,376.78,15.14,33.5,False
S001941,O001941,CarrierD,WH-CENTRAL,2025-06-16,2025-06-21,2025-06-21,808.2,511.13,4.62,0.0,True
S001942,O001942,CarrierD,WH-SOUTH,2025-01-26,2025-01-30,2025-01-28,614.07,450.33,11.14,56.35,False
S001943,O001943,CarrierD,WH-SOUTH,2025-12-13,2025-12-15,2025-12-15,310.5,192.13,10.91,0.0,True
S001944,O001944,CarrierD,WH-SOUTH,2025-07-23,2025-07-24,2025-07-24,272.99,108.03,7.96,0.0,True
S001945,O001945,CarrierB,WH-CENTRAL,2025-03-22,2025-03-28,2025-03-28,1190.3,797.19,10.94,0.0,True
S001946,O001946,CarrierA,WH-SOUTH,2025-12-11,2025-12-17,2025-12-15,70.36,82.88,15.54,25.04,False
S001947,O001947,CarrierC,WH-SOUTH,2025-04-20,2025-04-20,2025-04-19,532.82,240.11,16.96,17.27,False
S001948,O001948,CarrierC,WH-CENTRAL,2025-04-05,2025-04-08,2025-04-08,501.31,392.86,6.43,0.0,True
S001949,O001949,CarrierB,WH-CENTRAL,2025-12-08,2025-12-13,2025-12-12,1495.46,1220.78,9.44,39.26,False
S001950,O001950,CarrierB,WH-CENTRAL,2025-06-13,2025-06-18,2025-06-16,444.54,266.84,8.45,37.11,False
S001951,O001951,CarrierA,WH-CENTRAL,2025-02-21,2025-02-21,2025-02-21,240.04,142.54,10.79,0.0,True
S001952,O001952,CarrierC,WH-SOUTH,2025-08-30,2025-09-04,2025-09-04,328.94,281.04,8.41,0.0,True
S001953,O001953,CarrierC,WH-SOUTH,2025-06-12,2025-06-13,2025-06-13,1294.58,664.52,5.6,0.0,True
S001954,O001954,CarrierD,WH-CENTRAL,2025-08-11,2025-08-15,2025-08-15,329.84,303.81,4.98,0.0,True
S001955,O001955,CarrierC,WH-NORTH,2025-02-24,2025-02-28,2025-02-27,878.7,628.61,7.34,54.69,False
S001956,O001956,CarrierC,WH-CENTRAL,2025-02-20,2025-02-23,2025-02-23,56.78,59.1,10.83,0.0,True
S001957,O001957,CarrierD,WH-SOUTH,2025-04-17,2025-04-20,2025-04-19,865.26,546.32,10.19,56.65,False
S001958,O001958,CarrierB,WH-NORTH,2025-10-03,2025-10-13,2025-10-10,817.11,453.27,12.35,24.86,False
S001959,O001959,CarrierB,WH-CENTRAL,2025-05-20,2025-05-26,2025-05-24,311.94,240.49,17.52,24.16,False
S001960,O001960,CarrierB,WH-NORTH,2025-11-14,2025-11-14,2025-11-13,1258.3,512.06,12.43,33.95,False
S001961,O001961,CarrierA,WH-CENTRAL,2025-02-22,2025-02-24,2025-02-24,1016.15,483.09,15.35,0.0,True
S001962,O001962,CarrierC,WH-SOUTH,2025-08-07,2025-08-11,2025-08-11,671.12,386.91,17.59,0.0,True
S001963,O001963,CarrierA,WH-NORTH,2025-07-25,2025-07-29,2025-07-29,253.77,151.55,7.77,0.0,True
S001964,O001964,CarrierA,WH-NORTH,2025-03-29,2025-04-01,2025-04-01,1599.72,1378.25,7.07,0.0,True
S001965,O001965,CarrierC,WH-CENTRAL,2025-03-26,2025-03-30,2025-03-29,175.22,167.79,17.74,20.97,False
S001966,O001966,CarrierD,WH-NORTH,2025-05-14,2025-05-17,2025-05-14,779.61,462.52,12.61,38.23,False
S001967,O001967,CarrierB,WH-CENTRAL,2025-07-20,2025-07-24,2025-07-22,659.17,333.65,13.82,47.52,False
S001968,O001968,CarrierC,WH-NORTH,2025-06-12,2025-06-15,2025-06-15,474.14,404.45,16.07,0.0,True
S001969,O001969,CarrierC,WH-CENTRAL,2025-10-06,2025-10-10,2025-10-10,194.7,180.02,4.31,0.0,True
S001970,O001970,CarrierA,WH-NORTH,2025-02-21,2025-02-23,2025-02-23,432.38,216.41,16.55,0.0,True
S001971,O001971,CarrierB,WH-NORTH,2025-10-24,2025-10-27,2025-10-25,257.47,134.45,4.4,14.49,False
S001972,O001972,CarrierD,WH-CENTRAL,2025-02-14,2025-02-18,2025-02-18,110.5,84.52,6.21,0.0,True
S001973,O001973,CarrierB,WH-SOUTH,2025-10-05,2025-10-12,2025-10-12,1221.03,934.04,8.29,0.0,True
S001974,O001974,CarrierB,WH-CENTRAL,2025-08-12,2025-08-14,2025-08-15,111.44,92.09,16.41,0.0,True
S001975,O001975,CarrierB,WH-NORTH,2025-04-20,2025-04-22,2025-04-22,605.95,518.65,16.91,0.0,True
S001976,O001976,CarrierB,WH-CENTRAL,2025-09-04,2025-09-10,2025-09-10,237.43,126.05,11.6,0.0,True
S001977,O001977,CarrierB,WH-CENTRAL,2025-11-23,2025-11-26,2025-11-25,248.38,134.27,9.73,44.66,False
S001978,O001978,CarrierA,WH-CENTRAL,2025-03-04,2025-03-07,2025-03-07,852.98,401.94,7.44,0.0,True
S001979,O001979,CarrierB,WH-NORTH,2025-12-19,2025-12-22,2025-12-23,144.8,150.75,17.84,0.0,True
S001980,O001980,CarrierB,WH-SOUTH,2025-03-24,2025-03-27,2025-03-27,512.62,291.8,14.27,0.0,True
S001981,O001981,CarrierA,WH-NORTH,2025-05-12,2025-05-17,2025-05-15,150.28,123.43,8.56,34.78,False
S001982,O001982,CarrierC,WH-CENTRAL,2025-06-14,2025-06-17,2025-06-16,1533.54,983.43,5.35,5.55,False
S001983,O001983,CarrierA,WH-CENTRAL,2025-07-08,2025-07-10,2025-07-10,342.84,306.54,6.23,0.0,True
S001984,O001984,CarrierA,WH-CENTRAL,2025-05-31,2025-06-01,2025-06-01,823.41,484.98,12.97,0.0,True
S001985,O001985,CarrierA,WH-NORTH,2025-05-24,2025-05-27,2025-05-27,364.32,251.76,12.92,0.0,True
S001986,O001986,CarrierD,WH-SOUTH,2025-06-11,2025-06-18,2025-06-18,439.69,299.55,16.09,0.0,True
S001987,O001987,CarrierC,WH-SOUTH,2025-05-10,2025-05-13,2025-05-14,1308.01,510.78,10.13,0.0,True
S001988,O001988,CarrierA,WH-CENTRAL,2025-11-25,2025-11-26,2025-11-26,127.92,74.62,10.28,0.0,True
S001989,O001989,CarrierC,WH-CENTRAL,2025-05-12,2025-05-12,2025-05-11,96.72,72.63,16.45,53.41,False
S001990,O001990,CarrierD,WH-SOUTH,2025-05-05,2025-05-08,2025-05-06,449.93,204.22,16.95,16.85,False
S001991,O001991,CarrierB,WH-NORTH,2025-12-22,2025-12-24,2025-12-24,581.27,431.24,12.24,0.0,True
S001992,O001992,CarrierA,WH-NORTH,2025-02-23,2025-02-27,2025-02-25,237.34,171.32,16.16,12.38,False
S001993,O001993,CarrierD,WH-CENTRAL,2025-08-22,2025-08-29,2025-08-27,372.64,256.51,11.63,15.68,False
S001994,O001994,CarrierA,WH-NORTH,2025-02-05,2025-02-08,2025-02-08,90.3,102.79,4.24,0.0,True
S001995,O001995,CarrierD,WH-NORTH,2025-11-22,2025-11-24,2025-11-24,360.0,282.46,11.17,0.0,True
S001996,O001996,CarrierB,WH-CENTRAL,2025-05-12,2025-05-14,2025-05-15,253.06,206.23,17.77,0.0,True
S001997,O001997,CarrierB,WH-NORTH,2025-01-10,2025-01-14,2025-01-14,53.61,61.45,10.25,0.0,True
S001998,O001998,CarrierC,WH-SOUTH,2025-10-09,2025-10-18,2025-10-13,890.67,569.96,6.2,40.15,False
S001999,O001999,CarrierB,WH-NORTH,2025-06-01,2025-06-05,2025-06-05,1118.53,486.06,11.02,0.0,True
S002000,O002000,CarrierB,WH-CENTRAL,2025-06-13,2025-06-17,2025-06-17,1045.97,627.19,8.38,0.0,True
S002001,O002001,CarrierC,WH-CENTRAL,2025-08-15,2025-08-15,2025-08-15,796.54,617.2,15.67,0.0,True
S002002,O002002,CarrierB,WH-NORTH,2025-10-21,2025-10-24,2025-10-24,344.78,254.48,12.34,0.0,True
S002003,O002003,CarrierC,WH-CENTRAL,2025-11-18,2025-11-23,2025-11-23,514.35,201.36,8.54,0.0,True
S002004,O002004,CarrierA,WH-SOUTH,2025-10-20,2025-10-26,2025-10-26,184.92,171.9,14.61,0.0,True
S002005,O002005,CarrierD,WH-SOUTH,2025-07-04,2025-07-07,2025-07-07,638.15,501.31,13.47,0.0,True
S002006,O002006,CarrierA,WH-CENTRAL,2025-09-24,2025-09-26,2025-09-26,282.62,218.98,17.86,0.0,True
S002007,O002007,CarrierD,WH-NORTH,2025-03-28,2025-03-29,2025-03-29,901.62,475.93,7.9,0.0,True
S002008,O002008,CarrierA,WH-NORTH,2025-09-15,2025-09-15,2025-09-15,1007.99,771.64,12.82,0.0,True
S002009,O002009,CarrierD,WH-CENTRAL,2025-11-08,2025-11-12,2025-11-12,84.72,55.4,12.09,0.0,True
S002010,O002010,CarrierC,WH-NORTH,2025-05-10,2025-05-12,2025-05-12,626.85,279.02,16.02,0.0,True
S002011,O002011,CarrierA,WH-SOUTH,2025-11-06,2025-11-11,2025-11-11,1279.32,1041.58,8.41,0.0,True
S002012,O002012,CarrierB,WH-SOUTH,2025-02-14,2025-02-14,2025-02-14,572.6,445.13,12.17,0.0,True
S002013,O002013,CarrierB,WH-CENTRAL,2025-06-03,2025-06-08,2025-06-05,864.0,617.79,4.36,22.17,False
S002014,O002014,CarrierC,WH-SOUTH,2025-02-15,2025-02-15,2025-02-15,267.46,199.32,17.52,0.0,True
S002015,O002015,CarrierD,WH-NORTH,2025-07-12,2025-07-12,2025-07-11,454.84,278.58,6.94,32.19,False
S002016,O002016,CarrierD,WH-NORTH,2025-05-31,2025-06-02,2025-06-02,1413.72,1063.7,8.37,0.0,True
S002017,O002017,CarrierD,WH-SOUTH,2025-06-13,2025-06-19,2025-06-17,1577.69,1176.34,12.93,25.03,False
S002018,O002018,CarrierA,WH-SOUTH,2025-05-09,2025-05-11,2025-05-11,656.94,536.8,5.69,0.0,True
S002019,O002019,CarrierB,WH-CENTRAL,2025-12-06,2025-12-11,2025-12-11,249.09,207.61,6.02,0.0,True
S002020,O002020,CarrierB,WH-NORTH,2025-04-28,2025-05-03,2025-05-03,52.62,79.89,16.69,0.0,True
S002021,O002021,CarrierC,WH-NORTH,2025-03-28,2025-03-29,2025-03-28,1022.98,777.95,9.19,13.44,False
S002022,O002022,CarrierC,WH-NORTH,2025-05-13,2025-05-14,2025-05-14,357.85,318.58,5.14,0.0,True
S002023,O002023,CarrierA,WH-NORTH,2025-05-26,2025-05-30,2025-05-30,1152.15,622.17,11.0,0.0,True
S002024,O002024,CarrierC,WH-CENTRAL,2025-11-11,2025-11-16,2025-11-16,839.76,457.2,17.42,0.0,True
S002025,O002025,CarrierC,WH-NORTH,2025-12-07,2025-12-07,2025-12-07,687.03,349.8,5.57,0.0,True
S002026,O002026,CarrierC,WH-NORTH,2025-11-02,2025-11-06,2025-11-06,743.74,483.98,11.33,0.0,True
S002027,O002027,CarrierB,WH-CENTRAL,2025-01-22,2025-01-24,2025-01-24,486.7,428.3,4.01,0.0,True
S002028,O002028,CarrierA,WH-NORTH,2025-01-10,2025-01-13,2025-01-13,789.08,623.38,10.27,0.0,True
S002029,O002029,CarrierC,WH-CENTRAL,2025-11-30,2025-12-04,2025-12-04,1240.52,784.53,17.73,0.0,True
S002030,O002030,CarrierD,WH-NORTH,2025-01-25,2025-01-27,2025-01-27,304.19,225.9,5.07,0.0,True
S002031,O002031,CarrierA,WH-SOUTH,2025-12-25,2025-12-25,2025-12-25,447.91,348.74,11.93,0.0,True
S002032,O002032,CarrierB,WH-CENTRAL,2025-11-01,2025-11-02,2025-11-02,13.1,21.72,17.54,0.0,True
S002033,O002033,CarrierC,WH-SOUTH,2025-01-13,2025-01-18,2025-01-18,208.11,136.69,15.73,0.0,True
S002034,O002034,CarrierA,WH-NORTH,2025-04-22,2025-04-25,2025-04-25,279.38,116.11,7.62,0.0,True
S002035,O002035,CarrierD,WH-NORTH,2025-04-03,2025-04-07,2025-04-07,446.94,312.73,17.75,0.0,True
S002036,O002036,CarrierB,WH-SOUTH,2025-03-20,2025-03-23,2025-03-23,402.6,349.86,6.8,0.0,True
S002037,O002037,CarrierC,WH-NORTH,2025-12-29,2026-01-02,2026-01-03,637.16,389.74,16.64,0.0,True
