snapshot_date,warehouse,sku,on_hand_units,average_daily_demand,inventory_value
2025-09-01,WH-SOUTH,SKU-0119,23,1.3667,2945.81
2025-09-01,WH-SOUTH,SKU-0120,14,0.5667,1006.93
2025-10-01,WH-NORTH,SKU-0001,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0002,10,0.0,802.62
2025-10-01,WH-NORTH,SKU-0003,25,1.6452,4080.59
2025-10-01,WH-NORTH,SKU-0004,1,0.0323,131.1
2025-10-01,WH-NORTH,SKU-0005,15,1.4839,3058.61
2025-10-01,WH-NORTH,SKU-0006,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0007,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0008,6,0.0,36.83
2025-10-01,WH-NORTH,SKU-0009,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0010,47,3.0,568.96
2025-10-01,WH-NORTH,SKU-0011,12,1.3548,1973.73
2025-10-01,WH-NORTH,SKU-0012,0,0.2258,0.0
2025-10-01,WH-NORTH,SKU-0013,15,1.129,1200.05
2025-10-01,WH-NORTH,SKU-0014,24,1.3226,4920.04
2025-10-01,WH-NORTH,SKU-0015,1,0.0323,98.97
2025-10-01,WH-NORTH,SKU-0016,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0017,3,0.0,39.58
2025-10-01,WH-NORTH,SKU-0018,9,0.0968,249.68
2025-10-01,WH-NORTH,SKU-0019,0,1.0968,0.0
2025-10-01,WH-NORTH,SKU-0020,22,1.6774,5113.34
2025-10-01,WH-NORTH,SKU-0021,0,0.0968,0.0
2025-10-01,WH-NORTH,SKU-0022,22,1.6774,3690.86
2025-10-01,WH-NORTH,SKU-0023,16,1.5161,2931.63
2025-10-01,WH-NORTH,SKU-0024,11,1.0323,2453.21
2025-10-01,WH-NORTH,SKU-0025,1,0.0,66.45
2025-10-01,WH-NORTH,SKU-0026,1,0.0,226.13
2025-10-01,WH-NORTH,SKU-0027,3,0.0,80.11
2025-10-01,WH-NORTH,SKU-0028,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0029,23,2.3871,4170.96
2025-10-01,WH-NORTH,SKU-0030,22,1.2258,1185.68
2025-10-01,WH-NORTH,SKU-0031,4,0.4839,939.42
2025-10-01,WH-NORTH,SKU-0032,17,1.0968,2984.52
2025-10-01,WH-NORTH,SKU-0033,9,0.1935,1315.02
2025-10-01,WH-NORTH,SKU-0034,17,0.9677,4026.48
2025-10-01,WH-NORTH,SKU-0035,16,0.6452,2637.89
2025-10-01,WH-NORTH,SKU-0036,2,0.5484,492.07
2025-10-01,WH-NORTH,SKU-0037,47,1.2258,1686.71
2025-10-01,WH-NORTH,SKU-0038,0,0.9355,0.0
2025-10-01,WH-NORTH,SKU-0039,9,0.3548,236.91
2025-10-01,WH-NORTH,SKU-0040,7,0.0,1430.54
2025-10-01,WH-NORTH,SKU-0041,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0042,22,1.9355,1812.94
2025-10-01,WH-NORTH,SKU-0043,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0044,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0045,12,2.2581,2706.07
2025-10-01,WH-NORTH,SKU-0046,18,1.3226,1429.26
2025-10-01,WH-NORTH,SKU-0047,1,0.0,193.56
2025-10-01,WH-NORTH,SKU-0048,28,1.6452,1837.37
2025-10-01,WH-NORTH,SKU-0049,7,0.3548,831.64
2025-10-01,WH-NORTH,SKU-0050,0,0.2581,0.0
2025-10-01,WH-NORTH,SKU-0051,29,1.2258,4278.43
2025-10-01,WH-NORTH,SKU-0052,1,0.0645,11.8
2025-10-01,WH-NORTH,SKU-0053,26,1.2258,6338.48
2025-10-01,WH-NORTH,SKU-0054,22,1.0,4955.19
2025-10-01,WH-NORTH,SKU-0055,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0056,16,0.0,2365.0
2025-10-01,WH-NORTH,SKU-0057,7,0.4194,463.93
2025-10-01,WH-NORTH,SKU-0058,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0059,18,0.5161,4309.07
2025-10-01,WH-NORTH,SKU-0060,26,1.0,972.69
2025-10-01,WH-NORTH,SKU-0061,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0062,6,0.3226,189.85
2025-10-01,WH-NORTH,SKU-0063,14,2.6129,1053.05
2025-10-01,WH-NORTH,SKU-0064,14,0.5161,3345.57
2025-10-01,WH-NORTH,SKU-0065,26,1.0645,2351.49
2025-10-01,WH-NORTH,SKU-0066,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0067,67,4.0645,8315.2
2025-10-01,WH-NORTH,SKU-0068,18,1.0968,3625.88
2025-10-01,WH-NORTH,SKU-0069,25,1.0968,943.25
2025-10-01,WH-NORTH,SKU-0070,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0071,42,1.8387,3819.12
2025-10-01,WH-NORTH,SKU-0072,25,0.4194,419.65
2025-10-01,WH-NORTH,SKU-0073,39,2.129,1399.4
2025-10-01,WH-NORTH,SKU-0074,26,1.2903,2046.04
2025-10-01,WH-NORTH,SKU-0075,9,1.0645,2205.52
2025-10-01,WH-NORTH,SKU-0076,3,0.0,566.23
2025-10-01,WH-NORTH,SKU-0077,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0078,26,1.7419,5891.17
2025-10-01,WH-NORTH,SKU-0079,10,0.0,1226.45
2025-10-01,WH-NORTH,SKU-0080,16,0.0,1938.11
2025-10-01,WH-NORTH,SKU-0081,7,0.0,152.54
2025-10-01,WH-NORTH,SKU-0082,27,0.7419,2772.49
2025-10-01,WH-NORTH,SKU-0083,37,2.1613,3019.53
2025-10-01,WH-NORTH,SKU-0084,0,0.6129,0.0
2025-10-01,WH-NORTH,SKU-0085,5,0.5484,1201.59
2025-10-01,WH-NORTH,SKU-0086,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0087,2,0.0,104.02
2025-10-01,WH-NORTH,SKU-0088,9,0.2903,966.24
2025-10-01,WH-NORTH,SKU-0089,2,0.0,259.09
2025-10-01,WH-NORTH,SKU-0090,35,2.0645,6296.29
2025-10-01,WH-NORTH,SKU-0091,37,2.4194,8910.86
2025-10-01,WH-NORTH,SKU-0092,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0093,12,0.8387,1910.24
2025-10-01,WH-NORTH,SKU-0094,0,0.0645,0.0
2025-10-01,WH-NORTH,SKU-0095,25,1.129,1813.08
2025-10-01,WH-NORTH,SKU-0096,20,0.8387,235.29
2025-10-01,WH-NORTH,SKU-0097,9,0.5161,1198.99
2025-10-01,WH-NORTH,SKU-0098,25,1.129,3525.5
2025-10-01,WH-NORTH,SKU-0099,16,1.3226,3088.18
2025-10-01,WH-NORTH,SKU-0100,14,2.4516,724.11
2025-10-01,WH-NORTH,SKU-0101,5,0.1613,1109.76
2025-10-01,WH-NORTH,SKU-0102,6,0.0,392.96
2025-10-01,WH-NORTH,SKU-0103,20,2.2258,4083.97
2025-10-01,WH-NORTH,SKU-0104,9,0.0,696.12
2025-10-01,WH-NORTH,SKU-0105,10,0.9677,2272.49
2025-10-01,WH-NORTH,SKU-0106,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0107,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0108,5,0.0,688.63
2025-10-01,WH-NORTH,SKU-0109,3,0.9355,455.99
2025-10-01,WH-NORTH,SKU-0110,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0111,18,0.8387,3510.94
2025-10-01,WH-NORTH,SKU-0112,0,0.0,0.0
2025-10-01,WH-NORTH,SKU-0113,37,1.3226,4133.09
2025-10-01,WH-NORTH,SKU-0114,25,1.1613,2770.35
2025-10-01,WH-NORTH,SKU-0115,6,1.0,1029.14
2025-10-01,WH-NORTH,SKU-0116,8,1.0645,1190.33
2025-10-01,WH-NORTH,SKU-0117,29,3.1935,6680.34
2025-10-01,WH-NORTH,SKU-0118,0,0.0968,0.0
2025-10-01,WH-NORTH,SKU-0119,19,0.2258,2433.49
2025-10-01,WH-NORTH,SKU-0120,11,0.0,791.16
2025-10-01,WH-CENTRAL,SKU-0001,49,3.0,6486.6
2025-10-01,WH-CENTRAL,SKU-0002,45,1.9355,3611.77
2025-10-01,WH-CENTRAL,SKU-0003,0,0.1935,0.0
2025-10-01,WH-CENTRAL,SKU-0004,11,0.7419,1442.08
2025-10-01,WH-CENTRAL,SKU-0005,28,1.2903,5709.4
2025-10-01,WH-CENTRAL,SKU-0006,31,1.9355,3994.47
2025-10-01,WH-CENTRAL,SKU-0007,28,4.2258,6166.62
2025-10-01,WH-CENTRAL,SKU-0008,37,2.9032,227.11
2025-10-01,WH-CENTRAL,SKU-0009,12,0.2903,875.56
2025-10-01,WH-CENTRAL,SKU-0010,26,1.2903,314.74
2025-10-01,WH-CENTRAL,SKU-0011,22,1.0968,3618.51
2025-10-01,WH-CENTRAL,SKU-0012,0,1.2581,0.0
2025-10-01,WH-CENTRAL,SKU-0013,42,3.8387,3360.13
2025-10-01,WH-CENTRAL,SKU-0014,26,0.6129,5330.04
2025-10-01,WH-CENTRAL,SKU-0015,5,0.2258,494.86
2025-10-01,WH-CENTRAL,SKU-0016,50,1.871,9003.5
2025-10-01,WH-CENTRAL,SKU-0017,0,1.1613,0.0
2025-10-01,WH-CENTRAL,SKU-0018,31,1.7419,860.0
2025-10-01,WH-CENTRAL,SKU-0019,57,5.5484,7368.5
2025-10-01,WH-CENTRAL,SKU-0020,20,1.2903,4648.49
2025-10-01,WH-CENTRAL,SKU-0021,12,1.0323,2622.64
2025-10-01,WH-CENTRAL,SKU-0022,17,1.7097,2852.03
2025-10-01,WH-CENTRAL,SKU-0023,0,0.8065,0.0
2025-10-01,WH-CENTRAL,SKU-0024,39,3.0645,8697.76
2025-10-01,WH-CENTRAL,SKU-0025,0,0.129,0.0
2025-10-01,WH-CENTRAL,SKU-0026,0,0.0,0.0
2025-10-01,WH-CENTRAL,SKU-0027,28,1.6452,747.67
2025-10-01,WH-CENTRAL,SKU-0028,7,0.0,1110.57
2025-10-01,WH-CENTRAL,SKU-0029,8,0.7097,1450.77
2025-10-01,WH-CENTRAL,SKU-0030,2,1.0323,107.79
2025-10-01,WH-CENTRAL,SKU-0031,8,0.0,1878.84
2025-10-01,WH-CENTRAL,SKU-0032,74,2.6452,12991.44
2025-10-01,WH-CENTRAL,SKU-0033,0,0.0,0.0
2025-10-01,WH-CENTRAL,SKU-0034,38,2.1613,9000.38
2025-10-01,WH-CENTRAL,SKU-0035,6,0.0,989.21
2025-10-01,WH-CENTRAL,SKU-0036,11,0.6774,2706.41
2025-10-01,WH-CENTRAL,SKU-0037,20,0.9355,717.75
2025-10-01,WH-CENTRAL,SKU-0038,0,0.0,0.0
2025-10-01,WH-CENTRAL,SKU-0039,0,0.3871,0.0
2025-10-01,WH-CENTRAL,SKU-0040,16,0.9677,3269.82
2025-10-01,WH-CENTRAL,SKU-0041,4,0.6452,45.76
2025-10-01,WH-CENTRAL,SKU-0042,0,0.3871,0.0
2025-10-01,WH-CENTRAL,SKU-0043,0,0.4194,0.0
2025-10-01,WH-CENTRAL,SKU-0044,57,3.0645,9795.93
2025-10-01,WH-CENTRAL,SKU-0045,26,1.8387,5863.14
2025-10-01,WH-CENTRAL,SKU-0046,15,1.9032,1191.05
2025-10-01,WH-CENTRAL,SKU-0047,0,0.0968,0.0
2025-10-01,WH-CENTRAL,SKU-0048,27,0.871,1771.75
2025-10-01,WH-CENTRAL,SKU-0049,73,3.1613,8672.8
2025-10-01,WH-CENTRAL,SKU-0050,1,0.7097,152.75
2025-10-01,WH-CENTRAL,SKU-0051,35,2.1613,5163.62
2025-10-01,WH-CENTRAL,SKU-0052,0,0.4839,0.0
2025-10-01,WH-CENTRAL,SKU-0053,16,0.7097,3900.6
2025-10-01,WH-CENTRAL,SKU-0054,0,0.7419,0.0
2025-10-01,WH-CENTRAL,SKU-0055,18,0.8065,824.47
2025-10-01,WH-CENTRAL,SKU-0056,18,0.6774,2660.62
2025-10-01,WH-CENTRAL,SKU-0057,0,0.0,0.0
2025-10-01,WH-CENTRAL,SKU-0058,32,1.0968,5592.22
2025-10-01,WH-CENTRAL,SKU-0059,11,1.3548,2633.32
2025-10-01,WH-CENTRAL,SKU-0060,5,1.1935,187.06
2025-10-01,WH-CENTRAL,SKU-0061,1,0.2903,81.37
2025-10-01,WH-CENTRAL,SKU-0062,22,1.2903,696.11
2025-10-01,WH-CENTRAL,SKU-0063,22,1.2581,1654.8
2025-10-01,WH-CENTRAL,SKU-0064,3,0.0,716.91
2025-10-01,WH-CENTRAL,SKU-0065,34,2.0645,3075.03
2025-10-01,WH-CENTRAL,SKU-0066,56,2.0968,5108.18
2025-10-01,WH-CENTRAL,SKU-0067,57,4.0645,7074.13
2025-10-01,WH-CENTRAL,SKU-0068,53,2.8387,10676.19
2025-10-01,WH-CENTRAL,SKU-0069,33,1.0645,1245.09
2025-10-01,WH-CENTRAL,SKU-0070,15,1.7419,2555.27
2025-10-01,WH-CENTRAL,SKU-0071,0,0.0,0.0
2025-10-01,WH-CENTRAL,SKU-0072,34,2.5806,570.72
2025-10-01,WH-CENTRAL,SKU-0073,6,1.2258,215.29
2025-10-01,WH-CENTRAL,SKU-0074,36,1.2903,2832.98
2025-10-01,WH-CENTRAL,SKU-0075,7,0.0,1715.41
2025-10-01,WH-CENTRAL,SKU-0076,10,1.0,1887.44
2025-10-01,WH-CENTRAL,SKU-0077,31,1.7097,1381.22
2025-10-01,WH-CENTRAL,SKU-0078,19,2.871,4305.09
2025-10-01,WH-CENTRAL,SKU-0079,7,0.0,858.51
2025-10-01,WH-CENTRAL,SKU-0080,10,0.6129,1211.32
2025-10-01,WH-CENTRAL,SKU-0081,2,0.2903,43.58
2025-10-01,WH-CENTRAL,SKU-0082,16,1.4839,1642.96
2025-10-01,WH-CENTRAL,SKU-0083,0,0.0,0.0
2025-10-01,WH-CENTRAL,SKU-0084,0,0.4839,0.0
2025-10-01,WH-CENTRAL,SKU-0085,2,0.7097,480.63
2025-10-01,WH-CENTRAL,SKU-0086,0,0.0,0.0
2025-10-01,WH-CENTRAL,SKU-0087,34,1.3548,1768.27
2025-10-01,WH-CENTRAL,SKU-0088,0,1.0645,0.0
2025-10-01,WH-CENTRAL,SKU-0089,0,0.0,0.0
2025-10-01,WH-CENTRAL,SKU-0090,4,0.0,719.58
2025-10-01,WH-CENTRAL,SKU-0091,20,1.4516,4816.68
2025-10-01,WH-CENTRAL,SKU-0092,25,2.4516,2265.04
2025-10-01,WH-CENTRAL,SKU-0093,15,1.9677,2387.8
2025-10-01,WH-CENTRAL,SKU-0094,0,0.0,0.0
2025-10-01,WH-CENTRAL,SKU-0095,22,1.4839,1595.51
2025-10-01,WH-CENTRAL,SKU-0096,29,0.9677,341.17
2025-10-01,WH-CENTRAL,SKU-0097,24,1.2903,3197.3
2025-10-01,WH-CENTRAL,SKU-0098,0,1.6129,0.0
2025-10-01,WH-CENTRAL,SKU-0099,0,0.0,0.0
2025-10-01,WH-CENTRAL,SKU-0100,8,1.4839,413.78
2025-10-01,WH-CENTRAL,SKU-0101,67,4.0323,14870.82
2025-10-01,WH-CENTRAL,SKU-0102,38,1.5484,2488.77
2025-10-01,WH-CENTRAL,SKU-0103,24,0.9677,4900.76
2025-10-01,WH-CENTRAL,SKU-0104,0,0.0,0.0
2025-10-01,WH-CENTRAL,SKU-0105,36,2.0323,8180.96
2025-10-01,WH-CENTRAL,SKU-0106,0,0.0,0.0
2025-10-01,WH-CENTRAL,SKU-0107,3,0.0,276.84
2025-10-01,WH-CENTRAL,SKU-0108,34,3.2258,4682.67
2025-10-01,WH-CENTRAL,SKU-0109,9,0.0323,1367.98
2025-10-01,WH-CENTRAL,SKU-0110,28,0.9032,2550.86
2025-10-01,WH-CENTRAL,SKU-0111,39,4.2581,7607.03
2025-10-01,WH-CENTRAL,SKU-0112,16,1.9677,2357.96
2025-10-01,WH-CENTRAL,SKU-0113,21,3.129,2345.8
2025-10-01,WH-CENTRAL,SKU-0114,45,2.5484,4986.63
2025-10-01,WH-CENTRAL,SKU-0115,38,3.0,6517.87
2025-10-01,WH-CENTRAL,SKU-0116,44,2.1613,6546.83
2025-10-01,WH-CENTRAL,SKU-0117,0,1.6774,0.0
2025-10-01,WH-CENTRAL,SKU-0118,21,1.5806,2098.87
2025-10-01,WH-CENTRAL,SKU-0119,6,0.9355,768.47
2025-10-01,WH-CENTRAL,SKU-0120,26,1.5161,1870.01
2025-10-01,WH-SOUTH,SKU-0001,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0002,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0003,32,2.3226,5223.15
2025-10-01,WH-SOUTH,SKU-0004,2,0.0,262.2
2025-10-01,WH-SOUTH,SKU-0005,15,0.1613,3058.61
2025-10-01,WH-SOUTH,SKU-0006,26,1.7419,3350.2
2025-10-01,WH-SOUTH,SKU-0007,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0008,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0009,14,1.2581,1021.48
2025-10-01,WH-SOUTH,SKU-0010,13,0.7742,157.37
2025-10-01,WH-SOUTH,SKU-0011,6,0.9677,986.87
2025-10-01,WH-SOUTH,SKU-0012,43,1.6452,2080.96
2025-10-01,WH-SOUTH,SKU-0013,22,1.0645,1760.07
2025-10-01,WH-SOUTH,SKU-0014,39,1.3548,7995.06
2025-10-01,WH-SOUTH,SKU-0015,1,0.2581,98.97
2025-10-01,WH-SOUTH,SKU-0016,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0017,6,0.0,79.17
2025-10-01,WH-SOUTH,SKU-0018,13,0.0,360.65
2025-10-01,WH-SOUTH,SKU-0019,17,0.4516,2197.62
2025-10-01,WH-SOUTH,SKU-0020,27,1.3871,6275.46
2025-10-01,WH-SOUTH,SKU-0021,2,0.0,437.11
2025-10-01,WH-SOUTH,SKU-0022,2,0.0645,335.53
2025-10-01,WH-SOUTH,SKU-0023,24,1.5806,4397.45
2025-10-01,WH-SOUTH,SKU-0024,19,1.2581,4237.37
2025-10-01,WH-SOUTH,SKU-0025,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0026,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0027,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0028,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0029,38,2.0323,6891.15
2025-10-01,WH-SOUTH,SKU-0030,0,0.6129,0.0
2025-10-01,WH-SOUTH,SKU-0031,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0032,43,2.4516,7549.08
2025-10-01,WH-SOUTH,SKU-0033,17,0.3548,2483.92
2025-10-01,WH-SOUTH,SKU-0034,18,1.2903,4263.34
2025-10-01,WH-SOUTH,SKU-0035,18,0.6129,2967.62
2025-10-01,WH-SOUTH,SKU-0036,21,1.8065,5166.78
2025-10-01,WH-SOUTH,SKU-0037,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0038,72,3.3226,5626.76
2025-10-01,WH-SOUTH,SKU-0039,0,1.1613,0.0
2025-10-01,WH-SOUTH,SKU-0040,70,2.7419,14305.44
2025-10-01,WH-SOUTH,SKU-0041,20,0.3226,228.8
2025-10-01,WH-SOUTH,SKU-0042,0,1.4194,0.0
2025-10-01,WH-SOUTH,SKU-0043,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0044,2,0.0,343.72
2025-10-01,WH-SOUTH,SKU-0045,0,0.7097,0.0
2025-10-01,WH-SOUTH,SKU-0046,27,1.7742,2143.89
2025-10-01,WH-SOUTH,SKU-0047,4,0.0,774.25
2025-10-01,WH-SOUTH,SKU-0048,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0049,16,0.4839,1900.89
2025-10-01,WH-SOUTH,SKU-0050,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0051,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0052,15,0.9677,176.96
2025-10-01,WH-SOUTH,SKU-0053,15,1.4194,3656.81
2025-10-01,WH-SOUTH,SKU-0054,13,1.0645,2928.07
2025-10-01,WH-SOUTH,SKU-0055,25,1.3226,1145.1
2025-10-01,WH-SOUTH,SKU-0056,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0057,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0058,0,0.2258,0.0
2025-10-01,WH-SOUTH,SKU-0059,20,2.2581,4787.86
2025-10-01,WH-SOUTH,SKU-0060,0,0.2258,0.0
2025-10-01,WH-SOUTH,SKU-0061,9,0.3226,732.3
2025-10-01,WH-SOUTH,SKU-0062,18,1.7419,569.55
2025-10-01,WH-SOUTH,SKU-0063,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0064,6,0.0,1433.82
2025-10-01,WH-SOUTH,SKU-0065,15,1.1935,1356.63
2025-10-01,WH-SOUTH,SKU-0066,0,0.5484,0.0
2025-10-01,WH-SOUTH,SKU-0067,30,2.4516,3723.23
2025-10-01,WH-SOUTH,SKU-0068,11,0.0,2215.81
2025-10-01,WH-SOUTH,SKU-0069,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0070,26,2.4839,4429.14
2025-10-01,WH-SOUTH,SKU-0071,1,0.0,90.93
2025-10-01,WH-SOUTH,SKU-0072,35,2.5484,587.51
2025-10-01,WH-SOUTH,SKU-0073,10,0.9677,358.82
2025-10-01,WH-SOUTH,SKU-0074,8,0.4839,629.55
2025-10-01,WH-SOUTH,SKU-0075,19,1.5484,4656.1
2025-10-01,WH-SOUTH,SKU-0076,9,0.0,1698.69
2025-10-01,WH-SOUTH,SKU-0077,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0078,10,0.8387,2265.84
2025-10-01,WH-SOUTH,SKU-0079,12,1.1935,1471.73
2025-10-01,WH-SOUTH,SKU-0080,4,1.0645,484.53
2025-10-01,WH-SOUTH,SKU-0081,5,0.4839,108.96
2025-10-01,WH-SOUTH,SKU-0082,10,0.6774,1026.85
2025-10-01,WH-SOUTH,SKU-0083,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0084,15,0.0,2556.84
2025-10-01,WH-SOUTH,SKU-0085,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0086,24,2.4839,1538.72
2025-10-01,WH-SOUTH,SKU-0087,25,0.6452,1300.2
2025-10-01,WH-SOUTH,SKU-0088,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0089,5,1.1935,647.74
2025-10-01,WH-SOUTH,SKU-0090,1,1.4839,179.89
2025-10-01,WH-SOUTH,SKU-0091,15,1.1613,3612.51
2025-10-01,WH-SOUTH,SKU-0092,19,1.1613,1721.43
2025-10-01,WH-SOUTH,SKU-0093,19,1.2258,3024.54
2025-10-01,WH-SOUTH,SKU-0094,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0095,0,0.0323,0.0
2025-10-01,WH-SOUTH,SKU-0096,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0097,1,0.129,133.22
2025-10-01,WH-SOUTH,SKU-0098,15,0.3548,2115.3
2025-10-01,WH-SOUTH,SKU-0099,26,1.8065,5018.3
2025-10-01,WH-SOUTH,SKU-0100,51,2.4516,2637.82
2025-10-01,WH-SOUTH,SKU-0101,5,0.0,1109.76
2025-10-01,WH-SOUTH,SKU-0102,12,0.0,785.93
2025-10-01,WH-SOUTH,SKU-0103,5,0.0,1020.99
2025-10-01,WH-SOUTH,SKU-0104,5,0.0,386.73
2025-10-01,WH-SOUTH,SKU-0105,4,0.0,909.0
2025-10-01,WH-SOUTH,SKU-0106,1,0.0323,169.72
2025-10-01,WH-SOUTH,SKU-0107,0,0.0645,0.0
2025-10-01,WH-SOUTH,SKU-0108,4,0.0,550.9
2025-10-01,WH-SOUTH,SKU-0109,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0110,12,1.0645,1093.22
2025-10-01,WH-SOUTH,SKU-0111,0,0.5484,0.0
2025-10-01,WH-SOUTH,SKU-0112,22,0.5806,3242.2
2025-10-01,WH-SOUTH,SKU-0113,5,0.0,558.53
2025-10-01,WH-SOUTH,SKU-0114,0,0.0,0.0
2025-10-01,WH-SOUTH,SKU-0115,6,0.0,1029.14
2025-10-01,WH-SOUTH,SKU-0116,46,2.3226,6844.41
2025-10-01,WH-SOUTH,SKU-0117,14,0.4194,3224.99
2025-10-01,WH-SOUTH,SKU-0118,31,1.8387,3098.33
2025-10-01,WH-SOUTH,SKU-0119,40,2.2258,5123.14
2025-10-01,WH-SOUTH,SKU-0120,1,0.0,71.92
2025-11-01,WH-NORTH,SKU-0001,26,1.3667,3441.87
2025-11-01,WH-NORTH,SKU-0002,20,2.1333,1605.23
2025-11-01,WH-NORTH,SKU-0003,8,0.2333,1305.79
2025-11-01,WH-NORTH,SKU-0004,64,3.0667,8390.27
2025-11-01,WH-NORTH,SKU-0005,8,0.0667,1631.26
2025-11-01,WH-NORTH,SKU-0006,24,0.6333,3092.5
2025-11-01,WH-NORTH,SKU-0007,6,1.1667,1321.42
2025-11-01,WH-NORTH,SKU-0008,1,0.4667,6.14
2025-11-01,WH-NORTH,SKU-0009,37,1.7,2699.63
2025-11-01,WH-NORTH,SKU-0010,0,0.3,0.0
2025-11-01,WH-NORTH,SKU-0011,0,0.0,0.0
2025-11-01,WH-NORTH,SKU-0012,1,0.8,48.39
2025-11-01,WH-NORTH,SKU-0013,19,2.5,1520.06
2025-11-01,WH-NORTH,SKU-0014,20,1.3333,4100.03
2025-11-01,WH-NORTH,SKU-0015,38,1.8333,3760.95
2025-11-01,WH-NORTH,SKU-0016,22,1.6333,3961.54
2025-11-01,WH-NORTH,SKU-0017,15,0.4,197.92
2025-11-01,WH-NORTH,SKU-0018,70,3.2333,1941.94
2025-11-01,WH-NORTH,SKU-0019,21,1.1667,2714.71
2025-11-01,WH-NORTH,SKU-0020,3,0.0,697.27
2025-11-01,WH-NORTH,SKU-0021,20,0.6,4371.07
2025-11-01,WH-NORTH,SKU-0022,0,0.0,0.0
2025-11-01,WH-NORTH,SKU-0023,16,3.3,2931.63
2025-11-01,WH-NORTH,SKU-0024,0,0.0,0.0
2025-11-01,WH-NORTH,SKU-0025,0,0.0,0.0
2025-11-01,WH-NORTH,SKU-0026,31,2.8333,7009.94
2025-11-01,WH-NORTH,SKU-0027,83,3.5667,2216.31
2025-11-01,WH-NORTH,SKU-0028,12,1.2,1903.84
2025-11-01,WH-NORTH,SKU-0029,1,0.0,181.35
2025-11-01,WH-NORTH,SKU-0030,12,0.3667,646.73
2025-11-01,WH-NORTH,SKU-0031,1,0.0,234.86
2025-11-01,WH-NORTH,SKU-0032,21,1.3667,3686.76
2025-11-01,WH-NORTH,SKU-0033,35,1.0333,5113.96
2025-11-01,WH-NORTH,SKU-0034,24,0.3,5684.45
2025-11-01,WH-NORTH,SKU-0035,44,4.5667,7254.19
2025-11-01,WH-NORTH,SKU-0036,36,2.9,8857.33
2025-11-01,WH-NORTH,SKU-0037,18,0.7333,645.98
2025-11-01,WH-NORTH,SKU-0038,6,0.6,468.9
2025-11-01,WH-NORTH,SKU-0039,0,0.0,0.0
2025-11-01,WH-NORTH,SKU-0040,21,0.5667,4291.63
2025-11-01,WH-NORTH,SKU-0041,36,1.3333,411.84
2025-11-01,WH-NORTH,SKU-0042,15,1.4,1236.1
2025-11-01,WH-NORTH,SKU-0043,27,1.3333,4638.99
2025-11-01,WH-NORTH,SKU-0044,24,1.4333,4124.6
2025-11-01,WH-NORTH,SKU-0045,14,0.7667,3157.08
2025-11-01,WH-NORTH,SKU-0046,8,0.0667,635.23
2025-11-01,WH-NORTH,SKU-0047,42,1.1333,8129.58
2025-11-01,WH-NORTH,SKU-0048,0,0.7667,0.0
